"zip","state","county","land_area_in_sqmi","water_area_in_sqmi","median_household_income"
"95464","CA","Lake County",3.33,0,26336
"95493","CA","Lake County",4.53,0.02,55104
"95423","CA","Lake County",102.84,1.85,28354
"95485","CA","Lake County",104.93,0.99,29741
"95443","CA","Lake County",4.19,0.01,31848
"95453","CA","Lake County",83.72,0.4,43136
"95469","CA","Mendocino County",174.68,3.32,52902
"95422","CA","Lake County",35.23,8.6,25460
"95458","CA","Lake County",48.97,0.02,25458
"95457","CA","Lake County",148.41,4.22,46277
"95424","CA","Lake County",NA,NA,NA
"95451","CA","Lake County",96.18,5.4,47603
"95461","CA","Lake County",125.22,0.71,57726
"95426","CA","Lake County",20.28,0.01,61944
"95435","CA","Lake County",0.15,0,NA
"96119","CA","Lassen County",162.14,2.04,45313
"96130","CA","Lassen County",479.89,47.75,54372
"96121","CA","Lassen County",33.48,1.35,72143
"96136","CA","Lassen County",148.13,0.56,81607
"96128","CA","Lassen County",31.42,0.05,67986
"96056","CA","Shasta County",337.32,4.71,46184
"96117","CA","Lassen County",326.68,1.56,60375
"96109","CA","Lassen County",197.86,1.99,34313
"96123","CA","Lassen County",204.45,2.54,NA
"96127","CA","Lassen County",NA,NA,NA
"96009","CA","Lassen County",220.42,2.1,69318
"96113","CA","Lassen County",6.82,0.03,45833
"96114","CA","Lassen County",67.96,2.11,71786
"96132","CA","Lassen County",388.4,2.3,24167
"96137","CA","Lassen County",48.41,0.15,46463
"96068","CA","Lassen County",40.08,0.25,34375
"90032","CA","Los Angeles County",4.77,0.01,46508
"90035","CA","Los Angeles County",2.06,0,75863
"90056","CA","Los Angeles County",1.58,0,86858
"90402","CA","Los Angeles County",2,0.13,140139
"90403","CA","Los Angeles County",1.43,0.1,71424
"90405","CA","Los Angeles County",2.65,0.18,75717
"90401","CA","Los Angeles County",0.85,0.17,62794
"90274","CA","Los Angeles County",11.97,1.02,151469
"90018","CA","Los Angeles County",2.9,0,32447
"90026","CA","Los Angeles County",4.23,0.09,44327
"90016","CA","Los Angeles County",3.63,0,37242
"90021","CA","Los Angeles County",2.07,0.03,13415
"90746","CA","Los Angeles County",5.83,0.03,80092
"90733","CA","Los Angeles County",NA,NA,NA
"90254","CA","Los Angeles County",1.43,0.59,101655
"90210","CA","Los Angeles County",10.13,0.06,132254
"90079","CA","Los Angeles County",0,0,NA
"90212","CA","Los Angeles County",0.96,0,83679
"90213","CA","Los Angeles County",NA,NA,NA
"90255","CA","Los Angeles County",3.72,0,37651
"90815","CA","Los Angeles County",7.12,0.18,82805
"91006","CA","Los Angeles County",6.32,0.13,80183
"91046","CA","Los Angeles County",0.01,0,18380
"91108","CA","Los Angeles County",3.81,0.01,140703
"93550","CA","Los Angeles County",196.17,0.88,38316
"93590","CA","Los Angeles County",NA,NA,NA
"93552","CA","Los Angeles County",48.5,0.25,56163
"91402","CA","Los Angeles County",3.73,0.03,40186
"91405","CA","Los Angeles County",3.31,0.01,38847
"91344","CA","Los Angeles County",16.41,0.34,77604
"91362","CA","Ventura County",19.62,0,104715
"91617","CA","Los Angeles County",NA,NA,NA
"91302","CA","Los Angeles County",26.7,0.05,129708
"91321","CA","Los Angeles County",25.88,0.03,56079
"91330","CA","Los Angeles County",0.34,0,NA
"91748","CA","Los Angeles County",14.47,0.08,62517
"91754","CA","Los Angeles County",4.53,0.01,57630
"91744","CA","Los Angeles County",8.79,0,57291
"91715","CA","Los Angeles County",NA,NA,NA
"91765","CA","Los Angeles County",18.92,0.01,88819
"91790","CA","Los Angeles County",5.77,0.03,66402
"90603","CA","Los Angeles County",3.27,0,90477
"90605","CA","Los Angeles County",5.65,0.01,67482
"90307","CA","Los Angeles County",NA,NA,NA
"90209","CA","Los Angeles County",NA,NA,NA
"91507","CA","Los Angeles County",NA,NA,NA
"91778","CA","Los Angeles County",NA,NA,NA
"91009","CA","Los Angeles County",NA,NA,NA
"91408","CA","Los Angeles County",NA,NA,NA
"91115","CA","Los Angeles County",NA,NA,NA
"91793","CA","Los Angeles County",NA,NA,NA
"90652","CA","Los Angeles County",NA,NA,NA
"90295","CA","Los Angeles County",NA,NA,NA
"90508","CA","Los Angeles County",NA,NA,NA
"91769","CA","Los Angeles County",NA,NA,NA
"91346","CA","Los Angeles County",NA,NA,NA
"91365","CA","Los Angeles County",NA,NA,NA
"90651","CA","Los Angeles County",NA,NA,NA
"90306","CA","Los Angeles County",NA,NA,NA
"90661","CA","Los Angeles County",NA,NA,NA
"91199","CA","Los Angeles County",NA,NA,NA
"90846","CA","Los Angeles County",NA,NA,NA
"90671","CA","Los Angeles County",NA,NA,NA
"90048","CA","Los Angeles County",1.89,0,72701
"90039","CA","Los Angeles County",3.77,0.2,64080
"90047","CA","Los Angeles County",4.73,0,41842
"90301","CA","Los Angeles County",2.48,0,38160
"90305","CA","Los Angeles County",2.32,0.01,64735
"90293","CA","Los Angeles County",2.86,1.54,87308
"90502","CA","Los Angeles County",2.23,0.01,63721
"90265","CA","Los Angeles County",107.79,7.28,129750
"90025","CA","Los Angeles County",2.57,0,73478
"90004","CA","Los Angeles County",3.05,0,37976
"90013","CA","Los Angeles County",0.67,0.01,20271
"90027","CA","Los Angeles County",8.26,0.1,47993
"90802","CA","Los Angeles County",6.48,8.46,43404
"90805","CA","Los Angeles County",7.37,0.17,44070
"90801","CA","Los Angeles County",NA,NA,NA
"90241","CA","Los Angeles County",4.93,0.07,56479
"90069","CA","Los Angeles County",2.11,0,75451
"90220","CA","Los Angeles County",6.91,0.04,43592
"90087","CA","Los Angeles County",NA,NA,NA
"91201","CA","Los Angeles County",2.36,0.01,50107
"91001","CA","Los Angeles County",8.27,0.02,85108
"91203","CA","Los Angeles County",0.82,0,43078
"91436","CA","Los Angeles County",5.7,0.05,132520
"91364","CA","Los Angeles County",7.59,0.01,91100
"91601","CA","Los Angeles County",2.65,0,48638
"91605","CA","Los Angeles County",5.46,0.01,43301
"91340","CA","Los Angeles County",3.38,0,54440
"91307","CA","Los Angeles County",8.05,0.01,97081
"91301","CA","Los Angeles County",34.09,0.13,109675
"91313","CA","Los Angeles County",NA,NA,NA
"91221","CA","Los Angeles County",NA,NA,NA
"91723","CA","Los Angeles County",2.32,0.01,61348
"91741","CA","Los Angeles County",14.82,0.15,82550
"91803","CA","Los Angeles County",3.27,0,55659
"91768","CA","Los Angeles County",8.65,0.01,47228
"91792","CA","Los Angeles County",3.84,0,66718
"90604","CA","Los Angeles County",4.26,0,65570
"90637","CA","Los Angeles County",NA,NA,NA
"90660","CA","Los Angeles County",7.75,0.49,57605
"90294","CA","Los Angeles County",NA,NA,NA
"90081","CA","Los Angeles County",NA,NA,NA
"91210","CA","Los Angeles County",0.04,0,90714
"90831","CA","Los Angeles County",0,0,NA
"91413","CA","Los Angeles County",NA,NA,NA
"91603","CA","Los Angeles County",NA,NA,NA
"90095","CA","Los Angeles County",0.4,0,NA
"91392","CA","Los Angeles County",NA,NA,NA
"91114","CA","Los Angeles County",NA,NA,NA
"91404","CA","Los Angeles County",NA,NA,NA
"91614","CA","Los Angeles County",NA,NA,NA
"90223","CA","Los Angeles County",NA,NA,NA
"91021","CA","Los Angeles County",NA,NA,NA
"90264","CA","Los Angeles County",NA,NA,NA
"90507","CA","Los Angeles County",NA,NA,NA
"91395","CA","Los Angeles County",NA,NA,NA
"90610","CA","Los Angeles County",NA,NA,NA
"90899","CA","Los Angeles County",NA,NA,NA
"90084","CA","Los Angeles County",NA,NA,NA
"91371","CA","Los Angeles County",0.23,0,NA
"91771","CA","Los Angeles County",NA,NA,NA
"91185","CA","Los Angeles County",NA,NA,NA
"90029","CA","Los Angeles County",1.36,0,36979
"90038","CA","Los Angeles County",1.57,0,35144
"90064","CA","Los Angeles County",4,0,84579
"90275","CA","Los Angeles County",13.52,3.24,118860
"90291","CA","Los Angeles County",2.5,0.34,79736
"90408","CA","Los Angeles County",NA,NA,NA
"90005","CA","Los Angeles County",1.08,0,31893
"90006","CA","Los Angeles County",1.92,0,30961
"90023","CA","Los Angeles County",4.22,0.03,33849
"90706","CA","Los Angeles County",6.11,0.05,49637
"90711","CA","Los Angeles County",NA,NA,NA
"91105","CA","Los Angeles County",3.69,0.02,109922
"91007","CA","Los Angeles County",5.56,0.01,73615
"91202","CA","Los Angeles County",2.05,0.01,66067
"91024","CA","Los Angeles County",2.95,0,88837
"93543","CA","Los Angeles County",59.36,0.18,56279
"91355","CA","Los Angeles County",15.47,0.16,88415
"91406","CA","Los Angeles County",8.13,0.02,49231
"91350","CA","Los Angeles County",16.94,0.02,98112
"91352","CA","Los Angeles County",11.67,0.23,48844
"91354","CA","Los Angeles County",8.72,0,107654
"91423","CA","Los Angeles County",4.36,0.02,74011
"91615","CA","Los Angeles County",NA,NA,NA
"91324","CA","Los Angeles County",4.39,0.02,58663
"91205","CA","Los Angeles County",1.89,0,36906
"91306","CA","Los Angeles County",4.14,0.02,61112
"91343","CA","Los Angeles County",5.91,0.01,54166
"91206","CA","Los Angeles County",5.88,0.02,52570
"91755","CA","Los Angeles County",3.11,0.05,54569
"91733","CA","Los Angeles County",6.68,0.31,40692
"91801","CA","Los Angeles County",4.36,0,53027
"91767","CA","Los Angeles County",5.62,0.01,49881
"91789","CA","Los Angeles County",15.63,0.05,91623
"91775","CA","Los Angeles County",3.06,0.01,81613
"90602","CA","Los Angeles County",3.71,0,49873
"90030","CA","Los Angeles County",NA,NA,NA
"90409","CA","Los Angeles County",NA,NA,NA
"91353","CA","Los Angeles County",NA,NA,NA
"91802","CA","Los Angeles County",NA,NA,NA
"91209","CA","Los Angeles County",NA,NA,NA
"90609","CA","Los Angeles County",NA,NA,NA
"91385","CA","Los Angeles County",NA,NA,NA
"91327","CA","Los Angeles County",NA,NA,NA
"91734","CA","Los Angeles County",NA,NA,NA
"91788","CA","Los Angeles County",NA,NA,NA
"90608","CA","Los Angeles County",NA,NA,NA
"90702","CA","Los Angeles County",NA,NA,NA
"90072","CA","Los Angeles County",NA,NA,NA
"91222","CA","Los Angeles County",NA,NA,NA
"91012","CA","Los Angeles County",NA,NA,NA
"91123","CA","Los Angeles County",NA,NA,NA
"91716","CA","Los Angeles County",NA,NA,NA
"91521","CA","Los Angeles County",NA,NA,NA
"91611","CA","Los Angeles County",NA,NA,NA
"90074","CA","Los Angeles County",NA,NA,NA
"90044","CA","Los Angeles County",5.14,0,29870
"90057","CA","Los Angeles County",0.89,0.01,28035
"90041","CA","Los Angeles County",3.61,0.01,63770
"90045","CA","Los Angeles County",10.73,0,77893
"90031","CA","Los Angeles County",3.45,0.08,34655
"90028","CA","Los Angeles County",1.52,0,30953
"90266","CA","Los Angeles County",3.94,0.73,139259
"90272","CA","Los Angeles County",22.83,0.55,159696
"90303","CA","Los Angeles County",2.22,0.02,41622
"90304","CA","Los Angeles County",1.57,0,37783
"90290","CA","Los Angeles County",20.05,0.01,118750
"90503","CA","Los Angeles County",5.3,0.01,76082
"90002","CA","Los Angeles County",3.06,0,31258
"90020","CA","Los Angeles County",1.13,0,38510
"90014","CA","Los Angeles County",0.28,0,16551
"90803","CA","Los Angeles County",4,4.2,72653
"90703","CA","Los Angeles County",8.78,0.13,89113
"90717","CA","Los Angeles County",1.98,0,58320
"90251","CA","Los Angeles County",NA,NA,NA
"90083","CA","Los Angeles County",NA,NA,NA
"91030","CA","Los Angeles County",3.41,0.01,85058
"91010","CA","Los Angeles County",7.04,0.04,59198
"93535","CA","Los Angeles County",257.9,0.09,44399
"93591","CA","Los Angeles County",82.46,0.11,41972
"91502","CA","Los Angeles County",1.33,0.01,40714
"91345","CA","Los Angeles County",3.24,0.01,60352
"91503","CA","Los Angeles County",NA,NA,NA
"91510","CA","Los Angeles County",NA,NA,NA
"91335","CA","Los Angeles County",6.56,0.03,51266
"91303","CA","Los Angeles County",2.16,0.02,47484
"91311","CA","Los Angeles County",32.08,0.93,78414
"91750","CA","Los Angeles County",25.23,0.2,79140
"91702","CA","Los Angeles County",169.36,1.52,55495
"91745","CA","Los Angeles County",12.81,0.02,76663
"91773","CA","Los Angeles County",14.3,0.39,78509
"91791","CA","Los Angeles County",6.64,0.02,70111
"90601","CA","Los Angeles County",11.35,0.25,69375
"90670","CA","Los Angeles County",8.46,0.04,55525
"90075","CA","Los Angeles County",NA,NA,NA
"91025","CA","Los Angeles County",NA,NA,NA
"91396","CA","Los Angeles County",NA,NA,NA
"91416","CA","Los Angeles County",NA,NA,NA
"91608","CA","Los Angeles County",0,0,NA
"91017","CA","Los Angeles County",NA,NA,NA
"90052","CA","Los Angeles County",NA,NA,NA
"90073","CA","Los Angeles County",0.34,0,NA
"90822","CA","Los Angeles County",0.16,0,NA
"90261","CA","Los Angeles County",NA,NA,NA
"93063","CA","Ventura County",32.95,0.14,84216
"93599","CA","Los Angeles County",NA,NA,NA
"91756","CA","Los Angeles County",NA,NA,NA
"91126","CA","Los Angeles County",NA,NA,NA
"90895","CA","Los Angeles County",NA,NA,NA
"90049","CA","Los Angeles County",15.02,0,110854
"90034","CA","Los Angeles County",3.11,0.01,56946
"90042","CA","Los Angeles County",4.64,0.03,50996
"90033","CA","Los Angeles County",3.27,0.03,28005
"90036","CA","Los Angeles County",2.47,0,71589
"90037","CA","Los Angeles County",2.84,0,26796
"90062","CA","Los Angeles County",1.93,0,33192
"90292","CA","Los Angeles County",2.04,1.1,100441
"90003","CA","Los Angeles County",3.55,0,29686
"90024","CA","Los Angeles County",2.94,0,54373
"90015","CA","Los Angeles County",1.71,0,27393
"90008","CA","Los Angeles County",3.67,0.03,38210
"90504","CA","Los Angeles County",4.45,0.02,72194
"90712","CA","Los Angeles County",4.29,0.02,77495
"90732","CA","Los Angeles County",3.44,0.37,80172
"90804","CA","Los Angeles County",2.11,0,42672
"90701","CA","Los Angeles County",1.63,0,59946
"90071","CA","Los Angeles County",0.12,0,NA
"90067","CA","Los Angeles County",0.33,0,90972
"90068","CA","Los Angeles County",7.62,0.18,67500
"90094","CA","Los Angeles County",0.61,0,91042
"90240","CA","Los Angeles County",2.94,0.07,72777
"90221","CA","Los Angeles County",5.33,0.1,42853
"90224","CA","Los Angeles County",NA,NA,NA
"90260","CA","Los Angeles County",2.68,0.02,51777
"90089","CA","Los Angeles County",0.29,0,11750
"91020","CA","Los Angeles County",0.75,0,63250
"91103","CA","Los Angeles County",5.37,0.06,59682
"90814","CA","Los Angeles County",1.35,0,55415
"91011","CA","Los Angeles County",11.85,0.02,156557
"91016","CA","Los Angeles County",8.49,0.09,71733
"91104","CA","Los Angeles County",3.8,0,67068
"91041","CA","Los Angeles County",NA,NA,NA
"93551","CA","Los Angeles County",73.14,0.19,80663
"93544","CA","Los Angeles County",109.55,0.21,51750
"91390","CA","Los Angeles County",143.12,0.95,106190
"91401","CA","Los Angeles County",3.45,0.01,46420
"91403","CA","Los Angeles County",3.63,0.01,69956
"91504","CA","Los Angeles County",4.94,0.01,73151
"91376","CA","Los Angeles County",NA,NA,NA
"91357","CA","Los Angeles County",NA,NA,NA
"91381","CA","Los Angeles County",37.63,0.04,116420
"91602","CA","Los Angeles County",2.05,0.03,66652
"91607","CA","Los Angeles County",2.44,0.02,56635
"91724","CA","Los Angeles County",6.23,0,77198
"91722","CA","Los Angeles County",4.13,0,66268
"91770","CA","Los Angeles County",6.42,0.05,47373
"90606","CA","Los Angeles County",3.78,0.08,61800
"90086","CA","Los Angeles County",NA,NA,NA
"90809","CA","Los Angeles County",NA,NA,NA
"91310","CA","Los Angeles County",NA,NA,NA
"90623","CA","Orange County",1.81,0.02,85100
"90076","CA","Los Angeles County",NA,NA,NA
"90853","CA","Los Angeles County",NA,NA,NA
"91225","CA","Los Angeles County",NA,NA,NA
"90833","CA","Los Angeles County",NA,NA,NA
"91409","CA","Los Angeles County",NA,NA,NA
"91066","CA","Los Angeles County",NA,NA,NA
"91305","CA","Los Angeles County",NA,NA,NA
"90747","CA","Los Angeles County",0,0,NA
"91382","CA","Los Angeles County",NA,NA,NA
"91495","CA","Los Angeles County",NA,NA,NA
"91522","CA","Los Angeles County",NA,NA,NA
"91383","CA","Los Angeles County",NA,NA,NA
"91188","CA","Los Angeles County",NA,NA,NA
"91470","CA","Los Angeles County",NA,NA,NA
"91125","CA","Los Angeles County",NA,NA,NA
"90263","CA","Los Angeles County",0.23,0,NA
"91710","CA","San Bernardino County",21.51,0,70768
"91804","CA","Los Angeles County",NA,NA,NA
"91189","CA","Los Angeles County",NA,NA,NA
"91896","CA","Los Angeles County",NA,NA,NA
"90704","CA","Los Angeles County",74.8,219.3,65721
"90844","CA","Los Angeles County",NA,NA,NA
"90065","CA","Los Angeles County",5.28,0,53635
"90055","CA","Los Angeles County",NA,NA,NA
"90066","CA","Los Angeles County",4.92,0.06,66744
"90404","CA","Los Angeles County",1.99,0,59695
"90277","CA","Los Angeles County",3.58,1.35,97158
"90280","CA","Los Angeles County",7.31,0.12,42776
"90278","CA","Los Angeles County",3.6,0,101575
"90501","CA","Los Angeles County",5.62,0.04,55138
"90011","CA","Los Angeles County",4.29,0,30171
"90009","CA","Los Angeles County",NA,NA,NA
"90731","CA","Los Angeles County",9.19,6.44,50210
"90806","CA","Los Angeles County",3.44,0.11,42998
"90713","CA","Los Angeles County",3.39,0,85742
"90755","CA","Los Angeles County",2.18,0,71077
"90510","CA","Los Angeles County",NA,NA,NA
"90749","CA","Los Angeles County",NA,NA,NA
"90249","CA","Los Angeles County",2.98,0.03,51871
"90093","CA","Los Angeles County",NA,NA,NA
"90201","CA","Los Angeles County",5.94,0.11,37267
"90262","CA","Los Angeles County",4.83,0.07,40831
"90222","CA","Los Angeles County",2.56,0.03,40707
"90239","CA","Los Angeles County",NA,NA,NA
"91101","CA","Los Angeles County",1.32,0,56980
"91106","CA","Los Angeles County",2.95,0,66250
"90813","CA","Los Angeles County",3.21,0.09,31334
"91040","CA","Los Angeles County",8.2,0.01,69312
"91077","CA","Los Angeles County",NA,NA,NA
"91117","CA","Los Angeles County",NA,NA,NA
"93539","CA","Los Angeles County",NA,NA,NA
"91384","CA","Los Angeles County",108.56,3.58,100404
"91393","CA","Los Angeles County",NA,NA,NA
"91361","CA","Ventura County",33.5,0.66,101146
"91505","CA","Los Angeles County",5.04,0,77378
"91331","CA","Los Angeles County",8.85,0.05,51477
"91316","CA","Los Angeles County",5.01,0.27,59199
"91711","CA","Los Angeles County",15.01,0.14,88240
"91706","CA","Los Angeles County",13.44,0.86,51232
"91740","CA","Los Angeles County",4.98,0.02,66880
"90631","CA","Orange County",13.9,0.01,65804
"90638","CA","Los Angeles County",7.88,0.02,81722
"90650","CA","Los Angeles County",9.81,0.04,60770
"90051","CA","Los Angeles County",NA,NA,NA
"91610","CA","Los Angeles County",NA,NA,NA
"91224","CA","Los Angeles County",NA,NA,NA
"91226","CA","Los Angeles County",NA,NA,NA
"90406","CA","Los Angeles County",NA,NA,NA
"91102","CA","Los Angeles County",NA,NA,NA
"90607","CA","Los Angeles County",NA,NA,NA
"90202","CA","Los Angeles County",NA,NA,NA
"91386","CA","Los Angeles County",NA,NA,NA
"91407","CA","Los Angeles County",NA,NA,NA
"90308","CA","Los Angeles County",NA,NA,NA
"90070","CA","Los Angeles County",NA,NA,NA
"91709","CA","San Bernardino County",34.18,0.07,96497
"91023","CA","Los Angeles County",NA,NA,NA
"91329","CA","Los Angeles County",NA,NA,NA
"90639","CA","Los Angeles County",NA,NA,NA
"91714","CA","Los Angeles County",NA,NA,NA
